Код_ISO_субъекта,Субъект_РФ,Место_в_регионе,Профессиональная_группа,Сложность_поиска_работы_в_группе_1_10,Индекс_при_других_настройках_min,Индекс_при_других_настройках_max,Лучшее_место_при_других_настройках,Худшее_место_при_других_настройках,Потребность_в_общем_числе_рабочих_мест_pct,Требуется_работников_человек,Списочная_численность_работников_человек,Требуется_на_10_тыс_рабочей_силы,Эквивалент_вакансий_с_учетом_оплаты,Оценочная_зарплата_группы_2025_руб,Оценочный_зарплатный_запас_группы_2025_руб,Средняя_зарплата_группы_по_РФ_2025_руб,Привлекательность_зарплаты_1_10,Вес_качества_оплаты_0_1,Медианная_зарплата_региона_2025_руб,Прожиточный_минимум_трудоспособных_2025_руб,Лог_отношение_доли_занятых_к_доле_вакансий,Kappa_метод_моментов,Оценка_межрегиональной_дисперсии,Робастный_z_доли_вакансий,Статус_наблюдения,Структурный_ноль_локального_рынка,Размер_группы_к_медианной_группе_региона,Сложность_трудоустройства_в_регионе_1_10,Скорректированная_доля_вакансий_pct,Доля_вакансий_с_учетом_оплаты_pct,Вес_региональных_данных_pct,Доля_группы_среди_занятых_pct,Доля_группы_среди_вакансий_pct
RU-MO,Республика Мордовия,7,"Операторы машин, сборщики и водители",4.55,4.46,4.65,7,7,6.63,1431.09,20153.58,35.19,1431.09,53483.271468115534,37053.271468115534,97921.0,5.56,1.0,53078.0,16430.0,-0.053146623869195594,119.67320227989055,0.0006663313462581509,-0.6,Устойчивая база,False,1.521990939154588,5.13,6.64,6.64,99.4,15.09,15.91
RU-MO,Республика Мордовия,8,Специалисты средней квалификации,3.86,3.82,3.92,8,9,8.05,1158.64,13241.59,28.49,1022.0411619794401,46820.324514555614,30390.324514555614,85722.0,4.58,0.8821041583058068,53078.0,16430.0,-0.2587653694059551,103.46780906003967,0.000599737808997421,0.76,Устойчивая база,False,1.0,5.13,8.04,7.09,99.3,9.92,12.88
RU-MO,Республика Мордовия,9,Офисные и учётные служащие,3.86,3.78,3.94,8,9,9.68,696.91,6499.88,17.14,465.26643595838607,35435.58262587596,19005.582625875963,64878.0,2.71,0.6676133732596549,53078.0,16430.0,-0.4586314337768106,101.86360214376505,0.0006524156213050596,1.42,Устойчивая база,False,0.49086854373228594,5.13,9.65,6.44,98.6,4.87,7.75
RU-MOS,Московская область,1,Офисные и учётные служащие,6.26,6.24,6.27,1,1,7.6,10555.97,128274.22,22.42,7047.306739727718,60597.930664032356,39558.930664032356,64878.0,6.07,0.6676133732596549,90768.0,21039.0,0.40278028679696626,101.86360214376505,0.0006524156213050596,0.63,Устойчивая база,False,0.746295726781553,3.02,7.6,5.07,99.9,7.94,5.3
RU-MOS,Московская область,2,Руководители,4.88,4.65,5.13,2,2,7.66,12479.67,150542.02,26.5,12479.67,166247.8140338962,145208.8140338962,177990.0,9.87,1.0,90768.0,21039.0,0.3957937516451844,146.16402115495765,0.0002852555978408675,2.09,Устойчивая база,False,0.8758491474519438,3.02,7.66,7.66,99.9,9.32,6.27
RU-MOS,Московская область,3,Специалисты высшей квалификации,4.86,4.62,5.12,3,3,7.68,34945.44,420244.79,74.21,34945.44,96203.1145000463,75164.1145000463,102998.0,8.65,1.0,90768.0,21039.0,0.3925106985606149,144.61887250545854,0.00038278707116992195,1.08,Устойчивая база,False,2.444972115045495,3.02,7.68,7.68,100.0,26.0,17.56
RU-MOS,Московская область,4,"Обслуживание, торговля и охрана",4.26,4.26,4.28,4,4,11.09,21442.42,171881.22,45.54,13132.128018604843,55589.66739727719,34550.66739727719,59516.0,5.17,0.6124368433509297,90768.0,21039.0,-0.01306955244034654,111.62161988428772,0.0006390395513437586,1.48,Устойчивая база,False,1.0,3.02,11.09,6.79,99.9,10.64,10.78
RU-MOS,Московская область,5,Специалисты средней квалификации,3.67,3.46,3.87,5,5,10.19,19813.58,174635.36,42.08,17477.64130892477,80066.83024110147,59027.830241101474,85722.0,8.17,0.8821041583058068,90768.0,21039.0,0.0818664798848502,103.46780906003967,0.000599737808997421,1.43,Устойчивая база,False,1.0160235073965613,3.02,10.19,8.99,99.9,10.81,9.96
RU-MOS,Московская область,6,Неквалифицированные рабочие,2.62,2.61,2.63,6,6,16.25,32760.28,168785.54,69.57,17552.449590549397,48632.08569752724,27593.08569752724,52067.0,4.25,0.5357844801860484,90768.0,21039.0,-0.4550166534972398,70.670421472643,0.0011936050185097405,1.92,Устойчивая база,False,0.9819894226955104,3.02,16.25,8.71,100.0,10.44,16.46
RU-MOS,Московская область,7,"Операторы машин, сборщики и водители",2.18,1.98,2.39,7,7,13.45,31482.05,202498.55,66.86,31482.05,91461.04948600005,70422.04948600005,97921.0,8.55,1.0,90768.0,21039.0,-0.233141241980261,119.67320227989055,0.0006663313462581509,1.64,Устойчивая база,False,1.1781307463374997,3.02,13.45,13.45,99.9,12.53,15.82
RU-MOS,Московская область,8,"Промышленность, строительство и транспорт",1.91,1.73,2.08,8,8,14.8,33931.72,195411.8,72.06,33931.72,91646.92124841787,70607.92124841787,98120.0,8.58,1.0,90768.0,21039.0,-0.3437303222531002,52.95679822120663,0.0017222836868633143,1.54,Устойчивая база,False,1.1369002384320985,3.02,14.8,14.8,100.0,12.09,17.05
RU-MOS,Московская область,9,Сельское и лесное хозяйство,1.63,1.55,1.72,9,9,29.38,1582.09,3803.58,3.36,1129.013052305539,64773.97413021332,43734.97413021332,69349.0,6.68,0.7136212556210704,90768.0,21039.0,-0.7012337054998246,8.672962346589573,0.01170183158124693,1.84,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.022129119167294715,3.02,16.86,12.03,23.5,0.24,0.8
RU-MOW,Москва,1,Руководители,5.73,5.63,5.83,1,1,6.0,27163.86,425866.68,37.74,27163.86,235226.5171487667,207924.5171487667,177990.0,9.98,1.0,128429.0,27302.0,0.4824782756404677,146.16402115495765,0.0002852555978408675,1.39,Устойчивая база,False,1.4628755382645564,2.71,6.0,6.0,100.0,12.7,7.84
RU-MOW,Москва,2,Специалисты высшей квалификации,5.43,5.31,5.56,2,2,6.41,89944.03,1312364.89,124.97,89944.03,136119.22475020323,108817.22475020323,102998.0,9.6,1.0,128429.0,27302.0,0.41060590920714896,144.61887250545854,0.00038278707116992195,0.46,Устойчивая база,False,4.508045792308183,2.71,6.41,6.41,100.0,39.12,25.95
RU-MOW,Москва,3,Специалисты средней квалификации,4.52,4.42,4.62,3,3,8.07,32649.66,371964.44,45.36,28800.400853270767,113287.75494705646,85985.75494705646,85722.0,9.03,0.8821041583058068,128429.0,27302.0,0.16317228132733597,103.46780906003967,0.000599737808997421,0.77,Устойчивая база,False,1.2777183704070822,2.71,8.07,7.12,100.0,11.09,9.42
RU-MOW,Москва,4,Офисные и учётные служащие,3.65,3.61,3.67,4,4,10.9,26028.7,212692.92,36.16,17377.10820856358,85740.91791436421,58438.91791436421,64878.0,8.14,0.6676133732596549,128429.0,27302.0,-0.16906396075910687,101.86360214376505,0.0006524156213050596,1.81,Устойчивая база,False,0.7306119131697748,2.71,10.9,7.28,100.0,6.34,7.51
RU-MOW,Москва,5,"Обслуживание, торговля и охрана",3.06,3.01,3.12,5,5,12.69,45798.26,315167.04,63.63,28048.541785365152,78654.65135471655,51352.65135471655,59516.0,7.56,0.6124368433509297,128429.0,27302.0,-0.3408432297440802,111.62161988428772,0.0006390395513437586,1.82,Устойчивая база,False,1.0826161682413074,2.71,12.69,7.77,100.0,9.4,13.21
RU-MOW,Москва,6,Неквалифицированные рабочие,2.41,2.35,2.47,6,6,16.0,37792.94,198408.91,52.51,20248.87071260252,68810.26500581401,41508.26500581401,52067.0,6.32,0.5357844801860484,128429.0,27302.0,-0.6114296121163686,70.670421472643,0.0011936050185097405,1.88,Устойчивая база,False,0.6815455508581557,2.71,16.0,8.57,100.0,5.91,10.9
RU-MOW,Москва,7,"Операторы машин, сборщики и водители",1.97,1.82,2.12,7,7,12.56,32068.0,223265.81,44.56,32068.0,129409.60607744471,102107.60607744471,97921.0,9.47,1.0,128429.0,27302.0,-0.32914329997837805,119.67320227989055,0.0006663313462581509,1.41,Устойчивая база,False,0.766930373561562,2.71,12.56,12.56,100.0,6.66,9.25
RU-MOW,Москва,8,Сельское и лесное хозяйство,1.83,1.79,1.86,8,8,30.73,1573.73,3546.87,2.19,1123.047178608547,91649.66423815845,64347.66423815845,69349.0,8.36,0.7136212556210704,128429.0,27302.0,-0.637465400258734,8.672962346589573,0.01170183158124693,1.93,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.012183694109162067,2.71,14.88,10.62,10.6,0.11,0.45
RU-MOW,Москва,9,"Промышленность, строительство и транспорт",1.53,1.41,1.64,9,9,15.55,53606.92,291116.14,74.48,53606.92,129672.59881250064,102370.59881250064,98120.0,9.48,1.0,128429.0,27302.0,-0.5776886818949859,52.95679822120663,0.0017222836868633143,1.7,Устойчивая база,False,1.0,2.71,15.55,15.55,100.0,8.68,15.47
RU-MUR,Мурманская область,1,Руководители,8.94,8.8,9.07,1,1,2.48,337.7,13263.78,9.85,337.7,182506.64804124346,154831.64804124346,177990.0,9.88,1.0,99645.0,27675.0,0.7312898826969471,146.16402115495765,0.0002852555978408675,-1.09,Устойчивая база,False,0.8172787321617825,6.38,2.5,2.5,98.9,8.14,3.91
RU-MUR,Мурманская область,2,"Обслуживание, торговля и охрана",8.04,7.78,8.29,2,2,4.27,723.93,16229.2,21.12,443.3614040070385,61026.269255703395,33351.269255703395,59516.0,5.04,0.6124368433509297,99645.0,27675.0,0.17116304456564865,111.62161988428772,0.0006390395513437586,-0.85,Устойчивая база,False,1.0,6.38,4.29,2.63,99.3,9.96,8.38
RU-MUR,Мурманская область,3,Неквалифицированные рабочие,7.64,7.31,7.96,3,3,4.94,823.52,15837.64,24.02,441.2292351228146,53388.24452813879,25713.24452813879,52067.0,4.02,0.5357844801860484,99645.0,27675.0,0.018076405531146793,70.670421472643,0.0011936050185097405,-0.78,Устойчивая база,False,0.9758731175905158,6.38,4.96,2.66,99.6,9.72,9.53
RU-MUR,Мурманская область,4,"Операторы машин, сборщики и водители",6.72,6.68,6.75,4,4,4.34,1200.5,26437.26,35.02,1200.5,100405.8288827833,72730.8288827833,97921.0,8.61,1.0,99645.0,27675.0,0.15343722006555216,119.67320227989055,0.0006663313462581509,-1.88,Устойчивая база,False,1.628993419268972,6.38,4.36,4.36,99.6,16.22,13.89
RU-MUR,Мурманская область,5,Специалисты высшей квалификации,6.47,6.45,6.49,5,6,4.54,1888.0,39697.31,55.07,1888.0,105611.66208748803,77936.66208748803,102998.0,8.71,1.0,99645.0,27675.0,0.10909289675267751,144.61887250545854,0.00038278707116992195,-0.7,Устойчивая база,False,2.446042318783427,6.38,4.54,4.54,99.7,24.36,21.85
RU-MUR,Мурманская область,6,Специалисты средней квалификации,6.45,6.35,6.54,5,6,4.85,1038.42,20357.2,30.29,915.9946000679159,87897.26885438211,60222.26885438211,85722.0,8.23,0.8821041583058068,99645.0,27675.0,0.038853069504804806,103.46780906003967,0.000599737808997421,-0.64,Устойчивая база,False,1.2543563453528208,6.38,4.86,4.29,99.5,12.49,12.02
RU-MUR,Мурманская область,7,Офисные и учётные служащие,6.24,6.01,6.47,7,7,5.93,419.7,6657.93,12.24,280.19733275707716,66524.3345784583,38849.33457845831,64878.0,5.91,0.6676133732596549,99645.0,27675.0,-0.16973267397693784,101.86360214376505,0.0006524156213050596,-0.16,Устойчивая база,False,0.4102438813989599,6.38,5.95,3.97,98.6,4.08,4.86
RU-MUR,Мурманская область,8,"Промышленность, строительство и транспорт",3.15,3.03,3.27,8,8,8.25,2178.62,24217.22,63.55,2178.62,100609.87867749206,72934.87867749206,98120.0,8.62,1.0,99645.0,27675.0,-0.5285596740840603,52.95679822120663,0.0017222836868633143,-0.36,Устойчивая база,False,1.4922004781504943,6.38,8.25,8.25,99.8,14.86,25.21
RU-MUR,Мурманская область,9,Сельское и лесное хозяйство,2.88,2.72,3.01,9,9,9.42,30.0,288.5,0.88,21.40863766863211,71108.79001636156,43433.790016361556,69349.0,6.62,0.7136212556210704,99645.0,27675.0,-0.6124598781234006,8.672962346589573,0.01170183158124693,-0.16,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.017776600202104847,6.38,12.39,8.84,17.2,0.18,0.35
RU-NEN,Ненецкий автономный округ,1,"Операторы машин, сборщики и водители",8.85,8.7,8.99,1,1,2.39,134.5,5486.29,,134.5,126134.79104539045,94100.79104539045,97921.0,9.2,1.0,125179.0,32034.0,0.501554077751636,119.67320227989055,0.0006663313462581509,-3.65,Устойчивая база; нетипично низкая доля — строка сохранена,False,3.444928637359739,7.3,2.52,2.52,97.9,28.87,17.32
RU-NEN,Ненецкий автономный округ,2,Неквалифицированные рабочие,7.91,7.5,8.25,2,2,3.91,64.21,1576.2,,34.402721472746165,67068.96544520935,35034.96544520935,52067.0,5.22,0.5357844801860484,125179.0,32034.0,-0.010113009031674787,70.670421472643,0.0011936050185097405,-1.28,Устойчивая база,False,0.9897210169725664,7.3,4.14,2.22,95.9,8.29,8.27
RU-NEN,Ненецкий автономный округ,3,Офисные и учётные служащие,7.54,7.23,7.91,3,3,3.93,20.0,489.55,,13.352267465193098,83571.17445127033,51537.17445127033,64878.0,7.61,0.6676133732596549,125179.0,32034.0,0.011301626341415912,101.86360214376505,0.0006524156213050596,-1.45,Устойчивая база,False,0.3073962212022078,7.3,4.48,2.99,83.3,2.58,2.58
RU-NEN,Ненецкий автономный округ,4,"Обслуживание, торговля и охрана",7.25,6.89,7.6,4,4,4.52,74.14,1567.55,,45.40606756603793,76664.23161382604,44630.231613826036,59516.0,6.83,0.6124368433509297,125179.0,32034.0,-0.13901533325286106,111.62161988428772,0.0006390395513437586,-0.72,Устойчивая база,False,0.9842895445726091,7.3,4.73,2.9,93.6,8.25,9.55
RU-NEN,Ненецкий автономный округ,5,Специалисты высшей квалификации,6.71,6.59,6.81,5,6,3.99,168.54,4052.02,,168.54,132674.61737618208,100640.61737618208,102998.0,9.43,1.0,125179.0,32034.0,-0.007137067484253394,144.61887250545854,0.00038278707116992195,-1.13,Устойчивая база,False,2.5443277218583797,7.3,4.05,4.05,96.7,21.32,21.7
RU-NEN,Ненецкий автономный округ,6,Руководители,6.66,6.51,6.81,5,7,4.08,67.71,1592.57,,67.71,229273.91936529498,197239.91936529498,177990.0,9.95,1.0,125179.0,32034.0,0.0010096520827860558,146.16402115495765,0.0002852555978408675,0.3,Устойчивая база,False,1.0,7.3,4.11,4.11,91.9,8.38,8.72
RU-NEN,Ненецкий автономный округ,7,"Промышленность, строительство и транспорт",6.66,6.42,6.84,5,7,3.94,92.5,2257.93,,92.5,126391.12853600059,94357.12853600059,98120.0,9.22,1.0,125179.0,32034.0,-0.012725521082910538,52.95679822120663,0.0017222836868633143,-2.62,Устойчивая база,False,1.4177901128364845,7.3,4.08,4.08,97.8,11.88,11.91
RU-NEN,Ненецкий автономный округ,8,Специалисты средней квалификации,3.88,3.84,3.91,8,8,7.55,155.09,1899.09,,136.8055339116476,110420.91643256259,78386.91643256259,85722.0,8.75,0.8821041583058068,125179.0,32034.0,-0.6618283888603802,103.46780906003967,0.000599737808997421,0.58,Устойчивая база,False,1.1924687768826487,7.3,7.51,6.62,95.2,9.99,19.97
RU-NEN,Ненецкий автономный округ,,Сельское и лесное хозяйство,,,,,,0.0,0.0,83.0,,0.0,89330.39515738997,57296.39515738997,69349.0,8.08,0.7136212556210704,125179.0,32034.0,-0.18973343203667867,8.672962346589573,0.01170183158124693,-16.81,Локальный рынок почти отсутствует: нулевой спрос не превращён в максимальный балл; нетипично низкая доля — строка сохранена,True,0.05211701840421457,7.3,7.87,5.61,39.5,0.44,0.0
RU-NGR,Новгородская область,1,Офисные и учётные служащие,7.13,7.03,7.24,1,1,6.12,318.82,4886.59,11.08,212.84849566264316,38667.49896582595,19725.49896582595,64878.0,2.89,0.6676133732596549,57919.0,18942.0,0.4248947361709095,101.86360214376505,0.0006524156213050596,-0.06,Устойчивая база,False,0.4557408391856225,3.78,6.14,4.1,98.1,4.85,3.14
RU-NGR,Новгородская область,2,Руководители,5.81,5.65,6.0,2,2,6.07,560.06,8664.74,19.47,560.06,106082.61877566141,87140.61877566141,177990.0,9.06,1.0,57919.0,18942.0,0.4461717593632071,146.16402115495765,0.0002852555978408675,1.42,Устойчивая база,False,0.8081046044225586,3.78,6.04,6.04,98.4,8.59,5.51
RU-NGR,Новгородская область,3,Неквалифицированные рабочие,5.24,5.08,5.39,3,4,9.56,954.48,9034.58,33.17,511.39557064797947,31032.101307895737,12090.101307895737,52067.0,1.54,0.5357844801860484,57919.0,18942.0,-0.048741279761381935,70.670421472643,0.0011936050185097405,0.67,Устойчивая база,False,0.842597203958106,3.78,9.56,5.12,99.3,8.96,9.39
RU-NGR,Новгородская область,4,Специалисты высшей квалификации,4.91,4.72,5.11,3,5,7.17,1931.91,25009.53,67.15,1931.91,61387.14292182467,42445.14292182467,102998.0,6.44,1.0,57919.0,18942.0,0.2659367304710514,144.61887250545854,0.00038278707116992195,0.85,Устойчивая база,False,2.3324781063764304,3.78,7.16,7.16,99.5,24.8,19.01
RU-NGR,Новгородская область,5,"Обслуживание, торговля и охрана",4.74,4.65,4.81,4,5,9.66,1146.49,10722.3,39.85,702.1527165334076,35471.7295300425,16529.729530042503,59516.0,2.19,0.6124368433509298,57919.0,18942.0,-0.058978505520719746,111.62161988428772,0.0006390395513437586,1.13,Устойчивая база,False,1.0,3.78,9.64,5.91,99.1,10.63,11.28
RU-NGR,Новгородская область,6,Специалисты средней квалификации,3.98,3.84,4.13,6,6,9.03,1245.78,12549.43,43.3,1098.9077183342079,51090.59074491402,32148.59074491402,85722.0,4.88,0.8821041583058068,57919.0,18942.0,0.01585213145496783,103.46780906003967,0.000599737808997421,1.08,Устойчивая база,False,1.1704046706396949,3.78,9.01,7.95,99.3,12.44,12.26
RU-NGR,Новгородская область,7,"Операторы машин, сборщики и водители",3.15,2.94,3.35,7,7,9.83,1710.39,15692.38,59.45,1710.39,58361.23441278465,39419.23441278465,97921.0,6.03,1.0,57919.0,18942.0,-0.07887293025823934,119.67320227989055,0.0006663313462581509,0.62,Устойчивая база,False,1.4635274148270427,3.78,9.82,9.82,99.3,15.56,16.83
RU-NGR,Новгородская область,8,Сельское и лесное хозяйство,2.28,2.2,2.35,8,8,14.54,104.0,611.44,3.61,74.21661058459132,41332.229504316776,22390.229504316776,69349.0,3.42,0.7136212556210704,57919.0,18942.0,-0.5562238449574639,8.672962346589573,0.01170183158124693,0.55,Средняя база — умеренное сглаживание,False,0.05702507857455957,3.78,13.93,9.94,59.9,0.61,1.02
RU-NGR,Новгородская область,9,"Промышленность, строительство и транспорт",1.86,1.68,2.04,9,9,13.82,2192.45,13677.18,76.2,2192.45,58479.839059879196,39537.839059879196,98120.0,6.05,1.0,57919.0,18942.0,-0.4636826191827444,52.95679822120663,0.0017222836868633143,1.31,Устойчивая база,False,1.275582664167203,3.78,13.81,13.81,99.7,13.56,21.57
RU-NIZ,Нижегородская область,1,Руководители,8.44,8.21,8.67,1,1,2.81,1896.78,65566.99,11.5,1896.78,123980.70663414935,105811.70663414935,177990.0,9.55,1.0,67691.0,18169.0,0.985599712303957,146.16402115495765,0.0002852555978408675,-0.74,Устойчивая база,False,0.98204881532396,3.48,2.81,2.81,99.8,9.82,3.66
RU-NIZ,Нижегородская область,2,Офисные и учётные служащие,6.26,6.07,6.46,2,2,6.4,2397.96,35077.69,14.54,1600.910164541722,45191.4168493193,27022.4168493193,64878.0,4.21,0.6676133732596549,67691.0,18169.0,0.12642293005575264,101.86360214376505,0.0006524156213050596,0.08,Устойчивая база,False,0.5253863858749825,3.48,6.4,4.27,99.7,5.26,4.63
RU-NIZ,Нижегородская область,3,Специалисты средней квалификации,5.8,5.76,5.84,3,3,5.89,4456.12,71170.15,27.01,3930.7619819096717,59710.51257987837,41541.51257987837,85722.0,6.34,0.8821041583058068,67691.0,18169.0,0.2143729844525877,103.46780906003967,0.000599737808997421,-0.11,Устойчивая база,False,1.065971786930108,3.48,5.89,5.2,99.9,10.66,8.61
RU-NIZ,Нижегородская область,4,Специалисты высшей квалификации,5.13,5.08,5.19,4,5,6.14,12526.74,191446.17,75.94,12526.74,71744.28238611222,53575.282386112216,102998.0,7.76,1.0,67691.0,18169.0,0.17052041380292507,144.61887250545854,0.00038278707116992195,0.32,Устойчивая база,False,2.8674411383961576,3.48,6.14,6.14,99.9,28.69,24.19
RU-NIZ,Нижегородская область,5,Неквалифицированные рабочие,4.88,4.61,5.15,4,5,9.09,6672.36,66765.51,40.45,3574.946934214182,36267.7872482738,18098.787248273802,52067.0,2.48,0.5357844801860484,67691.0,18169.0,-0.253062471998031,70.670421472643,0.0011936050185097405,0.56,Устойчивая база,False,1.0,3.48,9.09,4.87,99.9,10.0,12.89
RU-NIZ,Нижегородская область,6,"Обслуживание, торговля и охрана",4.04,3.87,4.24,6,6,9.72,5667.43,52632.13,34.36,3470.94293911236,41456.46236326778,23287.462363267783,59516.0,3.61,0.6124368433509297,67691.0,18169.0,-0.32712072493009425,111.62161988428772,0.0006390395513437586,1.14,Устойчивая база,False,0.788313157497037,3.48,9.72,5.95,99.8,7.89,10.94
RU-NIZ,Нижегородская область,7,"Промышленность, строительство и транспорт",3.09,3.0,3.18,7,7,8.76,9311.23,97026.29,56.45,9311.23,68346.46291894339,50177.46291894339,98120.0,7.45,1.0,67691.0,18169.0,-0.21258528090155526,52.95679822120663,0.0017222836868633143,-0.17,Устойчивая база,False,1.4532397041526381,3.48,8.76,8.76,100.0,14.54,17.98
RU-NIZ,Нижегородская область,8,"Операторы машин, сборщики и водители",2.99,2.9,3.09,8,8,8.9,8318.28,85107.11,50.43,8318.28,68207.84748762593,50038.84748762593,97921.0,7.41,1.0,67691.0,18169.0,-0.23075090168881215,119.67320227989055,0.0006663313462581509,0.31,Устойчивая база,False,1.2747166912976478,3.48,8.9,8.9,99.9,12.75,16.06
RU-NIZ,Нижегородская область,9,Сельское и лесное хозяйство,1.95,1.89,2.01,9,9,17.27,535.33,2563.69,3.25,382.0228667716276,48305.736414245875,30136.736414245875,69349.0,4.56,0.7136212556210704,67691.0,18169.0,-0.7398329736372359,8.672962346589573,0.01170183158124693,0.84,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.03839841858468542,3.48,14.64,10.45,38.3,0.38,1.03
RU-NVS,Новосибирская область,1,Офисные и учётные служащие,8.7,8.56,8.86,1,2,3.92,1123.53,27572.46,8.13,750.08365325842,48507.4524743,29565.4524743,64878.0,4.51,0.6676133732596549,72658.0,18942.0,0.4970868495844951,101.86360214376505,0.0006524156213050596,-1.46,Устойчивая база,False,0.5384086201742085,6.55,3.93,2.62,99.6,5.44,3.3
RU-NVS,Новосибирская область,2,Руководители,8.69,8.62,8.78,1,2,3.0,1436.86,46380.39,10.4,1436.86,133078.10761584292,114136.10761584292,177990.0,9.65,1.0,72658.0,18942.0,0.7724597194411764,146.16402115495765,0.0002852555978408675,-0.56,Устойчивая база,False,0.9056718835766435,6.55,3.0,3.0,99.7,9.15,4.22
RU-NVS,Новосибирская область,3,Специалисты средней квалификации,7.33,7.3,7.37,3,3,4.65,2708.61,55515.91,19.61,2389.2761442286915,64091.92393418331,45149.92393418331,85722.0,6.88,0.8821041583058068,72658.0,18942.0,0.3185591449384934,103.46780906003967,0.000599737808997421,-0.76,Устойчивая база,False,1.0840615781404905,6.55,4.65,4.11,99.8,10.95,7.96
RU-NVS,Новосибирская область,4,Специалисты высшей квалификации,6.86,6.76,6.96,4,5,4.72,8216.09,165736.34,59.47,8216.09,77008.70233280852,58066.70233280852,102998.0,8.13,1.0,72658.0,18942.0,0.30299764654860933,144.61887250545854,0.00038278707116992195,-0.57,Устойчивая база,False,3.2363406867622073,6.55,4.72,4.72,99.9,32.68,24.14
RU-NVS,Новосибирская область,5,"Обслуживание, торговля и охрана",6.66,6.49,6.82,4,5,6.39,3128.61,45849.5,22.65,1916.0760324761525,44498.43616419185,25556.43616419185,59516.0,3.98,0.6124368433509297,72658.0,18942.0,-0.016557881102716603,111.62161988428772,0.0006390395513437586,0.11,Устойчивая база,False,0.8953051715616733,6.55,6.39,3.92,99.8,9.04,9.19
RU-NVS,Новосибирская область,6,Неквалифицированные рабочие,6.06,5.83,6.29,6,6,7.64,4792.81,57941.2,34.69,2567.913214480495,38929.028761357906,19987.028761357906,52067.0,2.95,0.5357844801860484,72658.0,18942.0,-0.20899721630149687,70.670421472643,0.0011936050185097405,0.17,Устойчивая база,False,1.1314203209738214,6.55,7.64,4.09,99.9,11.43,14.08
RU-NVS,Новосибирская область,7,Сельское и лесное хозяйство,5.13,5.1,5.15,7,7,5.43,194.51,3387.06,1.41,138.8064704308544,51850.293190915734,32908.293190915734,69349.0,4.95,0.7136212556210704,72658.0,18942.0,-0.1328123743649875,8.672962346589573,0.01170183158124693,-1.02,Устойчивая база,False,0.06613926726332199,6.55,7.96,5.68,66.6,0.67,0.57
RU-NVS,Новосибирская область,8,"Промышленность, строительство и транспорт",2.67,2.44,2.9,8,8,10.1,6010.08,53484.87,43.5,6010.08,73361.5591845975,54419.5591845975,98120.0,7.86,1.0,72658.0,18942.0,-0.5151423410692426,52.95679822120663,0.0017222836868633143,0.28,Устойчивая база,False,1.0444013721262784,6.55,10.1,10.1,99.9,10.55,17.66
RU-NVS,Новосибирская область,9,"Операторы машин, сборщики и водители",2.31,2.06,2.56,9,9,11.15,6424.19,51211.03,46.5,6424.19,73212.77249199929,54270.77249199929,97921.0,7.85,1.0,72658.0,18942.0,-0.6244019238424847,119.67320227989055,0.0006663313462581509,1.03,Устойчивая база,False,1.0,6.55,11.15,11.15,99.8,10.1,18.88
RU-OMS,Омская область,1,Неквалифицированные рабочие,6.9,6.72,7.1,1,2,7.07,2813.6,37002.09,30.58,1507.4832134514656,31063.712592226715,14247.712592226715,52067.0,1.88,0.5357844801860484,57978.0,16816.0,0.11347537510028342,70.670421472643,0.0011936050185097405,0.0,Устойчивая база,False,1.1574890787689391,5.28,7.07,3.79,99.8,11.91,10.63
RU-OMS,Омская область,2,Руководители,6.86,6.76,6.96,1,2,4.85,1368.14,26823.96,14.87,1368.14,106190.68132003827,89374.68132003827,177990.0,9.11,1.0,57978.0,16816.0,0.5137123483681245,146.16402115495765,0.0002852555978408675,0.78,Устойчивая база,False,0.8390996494883093,5.28,4.85,4.85,99.5,8.64,5.17
RU-OMS,Омская область,3,"Обслуживание, торговля и охрана",6.3,6.2,6.42,3,3,7.29,2435.76,30995.25,26.48,1491.7491655604604,35507.8633038002,18691.8633038002,59516.0,2.62,0.6124368433509296,57978.0,16816.0,0.08073713786197197,111.62161988428772,0.0006390395513437586,0.43,Устойчивая база,False,0.9695847820680659,5.28,7.29,4.47,99.7,9.98,9.2
RU-OMS,Омская область,4,Офисные и учётные служащие,6.11,6.06,6.16,4,4,7.15,1234.2,16036.27,13.42,823.9684252770661,38706.88815484827,21890.888154848268,64878.0,3.29,0.6676133732596549,57978.0,16816.0,0.10162145582354097,101.86360214376505,0.0006524156213050596,0.43,Устойчивая база,False,0.5016421339764856,5.28,7.15,4.77,99.4,5.16,4.66
RU-OMS,Омская область,5,Специалисты высшей квалификации,4.78,4.57,4.99,5,5,7.12,6565.83,85611.33,71.37,6565.83,61449.67579415305,44633.67579415305,102998.0,6.84,1.0,57978.0,16816.0,0.10573969167037299,144.61887250545854,0.00038278707116992195,0.82,Устойчивая база,False,2.6780697926491084,5.28,7.12,7.12,99.8,27.56,24.8
